varas,454,VARA DO UNICO OFICIO DE VIÇOSA
varas,346,VARA DOS FEITOS DE REL DE CONS CIV E COMERCIAIS 
varas,1169,Vara dos Executivos Fiscais da Comarca de Jaboatão dos Guararapes
varas,410,VARA DO UNICO OFICIO DE MURICI
varas,506,VARA DOS FEITOS DE RELAÇÃO DE CONSUMO CÍVEIS E COMERCIAI
varas,606,VARA FEDERAL
varas,5,VARA ÚNICA
varas,432,VARA ÚNICA DA COMARCA DE QUITERIANÓPOLIS
varas,652,VARA ÚNICA DA COMARCA DE CANTO DO BURITI 
varas,413,VARA ÚNICA DE LUZILÂNDIA
varas,379,VARA UNICA DE NOVA RUSSAS
varas,396,VARA UNICA DE PILAR
varas,352,VARA ÚNICA DE RIBEIRO GONÇALVES 
varas,412,VARA ÚNICA DE SÃO JOÃO DO JAGUARIBE
varas,292,VARA ÚNICA DE TAMBORIL 
varas,665,VARA VINCULADA
varas,219,ZONA NORTE 2 ANEXO II FACID - PEDRA MOLE - TERESINA
varas,1129, 03ª VARA DO JEF 
varas,1014, 09° COODERNADORIA REGIONAL DE POLICIA DO INTERIOR DELEGACIA CIRCUNSCRICIONAL DE JAGUAQUARA
varas,1112, 10ª Vara do Juizado Especial Federal
varas,1202, 02 Vara Criminal
varas,1144, 4ª vara das execuções fiscais
varas,1221, Conselho Regional de Corretores de Imóveis
varas,1046, ICMBIO
varas,1146, 7ª  vara das execuções fiscais
varas,1165, Vara dos Executivos Fiscais Municipais da Capital
varas,1070,01 JEC CENTRAL - EXTENSÃO FAMA
varas,1090,01 JEC CENTRAL
varas,871,01 JUIZADO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DO PARANOA - CIVEL
varas,260,01ª  VARA RELAÇÕES DO CONSUMO
varas,870,01 JUIZADO ESPECIAL CIVEL E CRIMINAL
varas,1190, 6ª Vara Cível, Falências e Recuperações Judiciais
varas,732,01ª PROMOTORIA DE DEFESA DO CONSUMIDOR
varas,876,01ª UNIDADE JURISDICIONAL CÍVEL
varas,324,01ª TURMA RECURSAL
varas,1209, 1ª JUIZADO ESPECIAL CRIMINAL
varas,473,01ª VARA CRIMINAL
varas,1138, VARA DAS EXECUÇÕES FISCAIS
varas,919,01ª Vara de Execução de Títulos Extrajudiciais da Capital
varas,149,01ª VARA DA FAZENDA PÚBLICA
varas,955,01ª VARA DE EXECUTIVOS FISCAIS MUNICIPAIS
varas,372,01ª VARA DE SUCESSÕES
varas,683,01ª VARA DE EXECUTIVOS FISCAIS ESTADUAIS
varas,492,01ª VARA DOS EXECUTIVOS FISCAIS MUNICIPAIS
varas,385,01ª VARA DE FAMÍLIA
varas,1151, 5ª vara das execuções fiscais federais
varas,651,01ª VARA REGIONAL DE MANGABEIRA
varas,599,01ª VARA DO JEC
varas,263,01ª CÂMARA CÍVEL
varas,779,01ª VARA FAZENDA PÚBLICA
varas,706,01° JEC ZONA NORTE
varas,748,01° VARA DE TÓXICOS
varas,3,01º JEC
varas,113,01ª VT
varas,1053,01ª VARA CÍVEL DE FERNANDO DE NORONHA
varas,4,01ª VC
varas,83,01ª VF
varas,139,01º JEC DECON NAJ - VESPERTINO
varas,140,01º JEC - MATUTINO
varas,131,01º JEC DECON NAJ - MATUTINO
varas,284,01º JEC - ZONA SUL
varas,137,01º JEC DECON UNIVERSO - MATUTINO
varas,880,01º JUIZADO ESPECIAL CÍVEL E CRIMINAL
varas,523,01º JUIZADO ESPECIAL CÍVEL DE DEFESA DO CONSUMIDOR - UNIVERSO - VESPERTINO
varas,238,01º JEC MANGABEIRA
varas,854,01º JUIZADO ESPECIAL CÍVEL E CRIMINAL DE BRASÍLIA - CÍVEL (GUARÁ)
varas,1063,02 VARA DA INFÂNCIA E JUVENTUDE
varas,315,02ª CÂMARA CIVEL
varas,489,02 ª VARA CÍVEL E CRIMINAL
varas,1000,02ª DELEGACIA METROPOLITANA
varas,477,01º JEF
varas,874,02ª UNIDADE JURISDICIONAL CÍVEL
varas,486,02ª VARA DA FAZENDA PÚBLICA
varas,920,02ª Vara de Execução de Títulos Extrajudiciais da Capital
varas,957,02ª VARA DE EXECUTIVOS FISCAIS ESTADUAIS
varas,958,02ª Vara de Falências e Recuperações Judiciais
varas,1072,01º Juizado da Fazenda Pública
varas,956,02ª VARA DE EXECUTIVOS FISCAIS MUNICIPAIS
varas,1123,02ª VARA DE FAMÍLIA
varas,929,02ª VARA DISTRITAL CÍVEL DE ICOARACI
varas,129,01º JEC DECON UNIVERSO VESPERTINO
varas,522,02ª VARA DO JEC
varas,348,02ª TURMA RECURSAL
varas,609,02ª VARA DO SISTEMA DOS JUIZADOS
varas,493,02ª VARA DOS EXECUTIVOS FISCAIS MUNICIPAIS
varas,932,02 UJ - 6ª JD
varas,645,02ª VARA DO JEC PROCON
varas,781,02ª VARA FAZENDA PÚBLICA
varas,82,02º JEC
varas,276,02º JEC - ZONA SUL
varas,127,02º JEC DECON BROTAS VESPERTINO
varas,114,02ª VT
varas,510,02° JEC CENTRAL
varas,673,02º JEC MISTO MANGABEIRA
varas,130,02º JEC DECON BROTAS MATUTINO
varas,84,02ª VF
varas,150,02º JEC MANGABEIRA
varas,903,02º JECCRIM
varas,163,02º JEC ZONA NORTE
varas,863,02º JUIZADO ESPECIAL CÍVEL E CRIMINAL DO GAMA - CÍVEL
varas,978,02º Juizado Especial Criminal da Capital
varas,1068,02º JUIZADO ESPECIAL DA FAZENDA PÚBLICA
varas,1047,03 VARA CRIMINAL
varas,944,02º Juizado Especial Federal
varas,249,03ª CÂMARA CÍVEL
